0,-50.635,-15.089
0,-51.081,-14.903
0,-48.916,-14.974
0,-49.703,-15.358
0,-49.603,-15.307
0,-49.967,-14.538
0,-50.369,-15.443
0,-49.116,-15.322
0,-50.032,-15.629
0,-49.701,-14.734
0,-49.829,-15.72
0,-49.46,-14.728
0,-49.667,-15.172
0,-49.632,-15.764
0,-49.554,-14.95
0,-49.944,-15.562
0,-50.057,-15.312
0,-50.57,-14.748
0,-49.899,-15.018
0,-50.342,-14.096
0,-49.579,-15.149
0,-48.286,-15.164
0,-49.575,-14.766
0,-49.584,-15.315
0,-49.51,-15.442
0,-49.803,-15.164
0,-49.428,-15.302
0,-49.12,-15.135
0,-49.706,-14.433
0,-49.332,-14.862
0,-49.816,-15.352
0,-49.921,-14.289
0,-49.679,-15.501
0,-48.882,-15.455
1,-51.928,-18.959
1,-52.543,-16.202
1,-52.175,-16.201
1,-51.809,-16.953
1,-52.671,-18.394
1,-52.314,-16.721
1,-51.721,-17.886
1,-52.555,-17.566
1,-51.175,-17.444
1,-52.067,-17.526
1,-52.681,-17.353
1,-53.205,-17.326
1,-51.958,-18.308
2,-47.782,-14.986
2,-47.519,-14.136
2,-46.516,-14.483
2,-46.431,-14.456
2,-46.929,-15.801
2,-46.771,-13.037
2,-47.463,-13.799
2,-46.174,-14.557
2,-47.045,-14.45
2,-47.336,-15.541
2,-46.394,-13.297
2,-46.48,-13.939
2,-46.632,-14.101
2,-46.114,-14.488
2,-48.163,-15.059
2,-46.886,-13.257
2,-46.89,-13.743
2,-47.615,-15.453
2,-46.362,-14.088
2,-46.315,-13.402
2,-47.519,-14.708
2,-46.484,-14.47
2,-46.252,-14.804
2,-47.264,-13.777
2,-47.057,-15.035
3,-49.441,-16.759
3,-48.719,-16.183
3,-48.283,-15.738
3,-48.51,-16.086
3,-49.984,-16.255
3,-48.957,-16.329
3,-49.959,-16.461
3,-49.243,-16.822
3,-49.682,-16.354
3,-49.451,-16.916
3,-49.754,-16.462
3,-48.952,-16.973
3,-48.971,-16.618
3,-49.389,-16.426
3,-49.003,-16.715
3,-49.696,-16.762
3,-49.09,-16.299
3,-49.503,-16.447
3,-49.773,-16.968
3,-47.937,-16.111
3,-48.769,-15.782
3,-48.81,-15.928
3,-49.381,-17.282
3,-49.361,-16.255
3,-49.665,-17.423
3,-48.646,-16.483
3,-49.017,-16.501
3,-49.256,-16.673
3,-49.429,-16.503
3,-49.537,-16.831
3,-49.23,-16.961
3,-49.989,-17.137
3,-49.5,-16.36
3,-49.803,-16.021
3,-49.61,-15.909
3,-49.601,-16.203
3,-49.33,-15.753
3,-49.376,-15.952
3,-48.746,-16.619
3,-47.956,-16.259
3,-49.501,-17.297
3,-49.882,-16.581
3,-49.224,-16.404
3,-49.311,-16.365
3,-48.037,-16.056
3,-49.204,-16.211
3,-49.923,-16.807
3,-49.339,-16.097
3,-48.963,-15.853
3,-49.237,-17.248
3,-49.69,-16.577
3,-49.492,-16.08
3,-49.31,-16.483
3,-48.256,-15.944
3,-49.262,-15.923
3,-49.088,-16.719
3,-48.611,-16.665
3,-49.602,-16.05
3,-49.092,-16.479
3,-49.489,-16.655
3,-47.984,-16.07
3,-49.628,-17.041
3,-48.513,-16.742
4,-50.163,-16.415
4,-51.097,-16.618
4,-52.247,-15.898
4,-51.56,-16.388
4,-50.465,-16.677
4,-51.167,-15.239
4,-50.434,-16.181
4,-50.643,-16.667
4,-50.556,-16.295
4,-51.259,-16.232
4,-50.787,-16.178
4,-50.304,-16.576
4,-50.141,-15.936
4,-51.12,-16.44
4,-50.903,-16.313
4,-50.609,-15.819
4,-50.795,-16.603
4,-50.148,-17.049
4,-50.952,-16.178
4,-50.866,-15.866
4,-50.746,-15.437
4,-50.736,-16.547
4,-51.4,-16.005
4,-50.218,-16.12
4,-50.716,-16.033
4,-51.53,-16.741
4,-50.165,-16.799
4,-50.458,-16.947
4,-51.822,-16.421
4,-50.316,-16.201
4,-51.109,-15.771
4,-50.405,-16.815
4,-50.374,-16.52
4,-50.132,-16.61
5,-50.375,-17.398
5,-51.151,-18.297
5,-49.739,-18.215
5,-50.945,-18.751
5,-49.471,-18.489
5,-51.134,-18.563
5,-50.229,-18.09
5,-49.934,-17.338
5,-50.138,-18.438
5,-49.988,-18.486
5,-51.545,-19.062
5,-51.349,-18.762
5,-49.63,-17.807
5,-51.405,-19.184
5,-50.339,-17.972
5,-50.652,-18.905
5,-50.164,-17.815
5,-50.452,-18.452
5,-50.93,-17.795
5,-50.598,-17.812
5,-50.634,-17.556
5,-50.55,-18.99
5,-50.307,-17.851
5,-49.807,-17.733
6,-48.761,-18.071
6,-49.482,-17.725
6,-48.217,-18.334
6,-49.04,-18.133
6,-48.621,-17.744
6,-47.778,-17.641
6,-47.948,-18.17
6,-48.556,-18.137
6,-47.607,-16.769
6,-48.712,-17.196
6,-48.157,-18.261
6,-47.559,-18.159
6,-48.088,-18.133
6,-49.367,-18.011
6,-48.159,-17.722
6,-49.221,-18.418
6,-48.637,-17.982
6,-49.11,-17.735
6,-48.26,-18.065
6,-48.302,-17.035
6,-47.833,-18.226
6,-48.423,-17.323
6,-49.353,-18.182
6,-49.025,-17.302
6,-48.28,-17.301
6,-49.448,-17.515
6,-48.773,-17.768
6,-48.477,-17.322
6,-48.665,-17.051
6,-47.779,-18.361
6,-48.205,-17.46
7,-49.333,-14.199
7,-49.295,-13.925
7,-49.837,-13.65
7,-48.57,-13.786
7,-49.156,-14.311
7,-49.663,-14.273
7,-48.077,-14.15
7,-49.073,-13.867
7,-48.888,-13.656
7,-49.18,-14.009
7,-48.224,-13.535
7,-48.689,-13.353
7,-50.286,-13.766
7,-49.274,-13.724
7,-48.459,-14.469
7,-49.391,-14.283
7,-49.512,-13.241
7,-49.146,-13.442
7,-49.015,-13.713
7,-50.164,-13.276
7,-48.745,-13.508
7,-49.147,-14.52
